ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,Distance,DistanceUnit,Addr_ContactTelephone1,Addr_ContactTelephone2,Addr_ContactEmail,Addr_AccessComments,Addr_GeneralComments,Addr_RelatedURL,ConnectionType,ChargerType,UsageType,NumberOfPoints,GeneralComments,DateLastConfirmed,StatusType,DateLastStatusUpdate,DateCreated
154912,739ACF7C-22A8-4EC6-A8E4-D1259E04287E,Sowetostraat 2,Sowetostraat 2,,Delft,Zuid-Holland,2622LA,Netherlands,51.981313294692,4.338029529359346,,0,,,,,,,Type 2 (Socket Only);,,Public - Membership Required,2,,,Operational,3/22/2020 8:55:00 AM,3/21/2020 8:46:00 AM
154843,6F103C5F-1C03-45AD-A619-7F261F38375B,Enkplein 2,Enkplein,,Velp,Gelderland,6881MG,Netherlands,51.99904825178032,5.968128500752073,,0,,,,,,https://allego.eu,Type 2 (Socket Only);,,Public,1,Allego charger with Dual Mennekes,,Operational,3/21/2020 8:14:00 AM,3/20/2020 11:28:00 AM
149869,93F63687-6E2D-4A13-A862-3308B131708C,Schuddebeursstraat,Schuddebeursstraat 90,,Zoetermeer,Zuid-Holland,2729LX,Netherlands,52.061878017790576,4.539799144399467,,0,,,,,,,Type 2 (Socket Only);,,Public,2,,,Operational,3/7/2020 6:59:00 PM,3/7/2020 5:14:00 PM
149536,7C6F0262-C042-4992-A5FA-AB5837E2305D,Agri SnelTank,Hudsonweg 12,,Goes,Zeeland,4462HJ,Netherlands,51.483224893636816,3.894598537953584,,0,,,,,,,CHAdeMO; CCS (Type 2); Type 2 (Socket Only);,,Public - Membership Required,3,,,Operational,2/28/2020 8:08:00 AM,2/27/2020 5:03:00 PM
149457,BA20911F-4A23-45AE-B70D-109C8A555132,Argonautenstraat 19,Argonautenstraat 19,,Amsterdam,North Holland,1076KJ,Netherlands,52.34361035307606,4.860980473843256,,0,,,,,,,Type 2 (Socket Only);,,Public,2,,,Operational,2/26/2020 4:08:00 PM,2/26/2020 1:50:00 PM
148645,7228A2D6-B50D-436F-B30D-4D04FBB705B5,Oudorperdijkje,Oudorperdijkje,,Alkmaar,North Holland,1821AP,Netherlands,52.628374784191664,4.760675819920607,,0,,,,,,,Type 2 (Socket Only);,,Public - Membership Required,2,,,Operational,2/9/2020 6:04:00 PM,2/8/2020 11:34:00 AM
148471,AC2847C7-FB93-4E16-954D-F1B006CAA188,Fivelgolaan,Fivelgolaan,West,Groningen,Groningen,9727DZ,Netherlands,53.19893376495949,6.526537179599018,,0,,,,,,https://openbaarladen.nl/,Type 2 (Socket Only);,,Public,2,,,Operational,2/3/2020 4:45:00 PM,2/3/2020 8:31:00 AM
148324,5D30EB97-AF66-450A-9A59-6F40EC2D1705,Strawinskylaan,Strawinskylaan,Amsterdam,Amsterdam,North Holland,1077XW,Netherlands,52.340961671030556,4.875402153081495,,0,,,,,,,CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector) ;,,Public,2,,,Operational,2/2/2020 5:17:00 PM,1/30/2020 11:55:00 AM
148197,DDC01C78-22CB-4A13-9EE0-F05F0E195A80,LastMileSolutions Charging Station,Wagenaarweg 17,,Den Haag,,2597LD,Netherlands,52.10143220497022,4.296741264116008,,0,,,,,,,Type 2 (Socket Only);,,Public - Membership Required,2,,,Operational,2/5/2020 9:37:00 AM,1/27/2020 11:15:00 AM
148110,05075471-2B06-46A5-9D06-4452112E42E6,'S-Hertogenbosch Supercharger,Burgemeester Burgerslaan 50,,Rosmalen,,5245 NH,Netherlands,51.720357,5.333276,,0,,,,,,,Tesla Supercharger;,,Public - Membership Required,16,Charging16 Superchargers, available 24/7, up to 150kW,,Operational,1/25/2020 6:41:00 AM,1/25/2020 6:41:00 AM
148061,57628981-9A4A-4351-90BD-92420A354041,Scheldestraat 2,Scheldestraat 2,,IJmuiden,Noord-Holland,1972 TM,Netherlands,52.45791653907861,4.610817588895998,,0,,,,,,,Type 2 (Socket Only);,,Public,2,,,Operational,1/25/2020 11:14:00 PM,1/24/2020 12:12:00 PM
146028,9272BCBA-A461-4FB9-B8CB-8DC18375B1A7,Assen Supercharger,1 Balkenweg,,Assen,,,Netherlands,52.9929,6.52447,,0,,,,,,,Tesla Supercharger;,,Public - Membership Required,14,14 Superchargers, available 24/7, up to 150kW,,Operational,12/30/2019 9:26:00 PM,12/30/2019 9:26:00 PM
145861,2894240E-0A33-475E-B152-D423EE88C6E1,Escher EV,Maurits Escherstraat 12,,Zelhem,Gelderland,7021GJ,Netherlands,52.00997492699278,6.360814324598891,,0,+31621818012,,john.bruil@gmail.com,Please contact main Telephone number before charging.,,,Type 2 (Tethered Connector) ;,,Privately Owned - Notice Required,1,,,Operational,1/9/2020 4:26:00 PM,12/24/2019 12:08:00 PM
135441,4FBE71D7-3F96-42B2-A706-C8DE26481736,Sterappelstraat,Sterappelstraat 46,,Den haag,,,Netherlands,52.06545893864143,4.255977912920798,,0,,,,,,,Type 2 (Socket Only);,,Public,2,,,Operational,12/21/2019 5:21:00 PM,12/21/2019 8:21:00 AM
135327,B9C8A325-458E-4E77-94E1-FBE1DC558E33,Doctor Ariënsstraat,Doctor Ariënsstraat 27,Panningen,Peel en Maas,Limburg,5981VE,Netherlands,51.324719151036305,5.978757452000309,,0,,,,,,,Type 2 (Socket Only);,,Public,2,,,Operational,12/17/2019 11:23:00 PM,12/17/2019 3:24:00 PM
134006,983B6E3D-2BA6-49E1-A2A5-3802F1F04132,Stationsplein,Stationsplein,Rijen,Gilze en Rijen,Noord-Brabant,5122CB,Netherlands,51.5840855763044,4.92548384979523,,0,,,,,,,Type 2 (Socket Only);,,Public,2,,,Operational,10/31/2019 9:31:00 PM,10/31/2019 2:34:00 PM
133796,E905CF0B-7264-433E-99DD-855D99D59E33,Ericssonstraat 2 Rijen,Ericssonstraat 2,,Rijen,,5121ML,Netherlands,51.57804198587354,4.926538867494173,,0,,,,,,,Type 2 (Socket Only);,,Public,12,,,Operational,10/26/2019 5:35:00 PM,10/26/2019 5:33:00 PM
133792,9973F97E-AE60-4FEC-B096-F787E6F6D7B0,Fastned Ravensewetering,Ravensewetering,,Nieuwegein,,3439ZZ,Netherlands,52.049847,5.122276,,0,,,,24/7,,http://www.fastned.nl,CHAdeMO; CCS (Type 2); CCS (Type 2);,,Public,4,,,Operational,10/26/2019 8:03:00 AM,10/26/2019 8:03:00 AM
133791,5030E13C-4F7F-429F-9378-9B07E31902AE,Fastned Jutphaas,Jutphaas A2,,Nieuwegein,,3437 PV,Netherlands,52.01765429656405,5.068244565118107,,0,,,,,,http://www.fastned.nl,CHAdeMO; CCS (Type 2); Type 2 (Socket Only); CCS (Type 2);,,Public,4,,,Operational,10/26/2019 7:59:00 AM,10/26/2019 7:59:00 AM
133777,95D0245C-FB94-4174-83A2-13F358B56D49,Duiven Supercharger,Impuls 2,,Duiven,,6921 RK,Netherlands,51.959482,6.021093,,0,,,,,,,Tesla Supercharger;,,Public - Membership Required,20,16 Superchargers, available 24/7, up to 120kW,,Operational,3/12/2020 12:07:00 PM,10/26/2019 5:55:00 AM
133766,5A909494-6DA6-44F3-822F-0B7C9839AE37,Naarden Supercharger,Ijsselmeerweg 3,,Naarden,,1411,Netherlands,52.308658,5.140926,,0,,,,,,,Tesla Supercharger;,,Public - Membership Required,32,12 Superchargers, available 24/7, up to 120kW,,Operational,1/30/2021 7:04:00 AM,10/26/2019 5:53:00 AM
133744,E61C32A4-EF41-4475-9C32-58725705D295,Marijkestraat,Marijkestraat,Rijen,Gilze en Rijen,Noord-Brabant,5121XB,Netherlands,51.588294822554,4.91985313736404,,0,,,,,,,Type 2 (Socket Only);,,Public,2,,,Operational,10/26/2019 5:21:00 PM,10/25/2019 9:20:00 AM
133632,E257B660-F1EF-4729-83DF-9852DE65474C,Heerlijkheid Mariënwaerdt,Oude Waag 21,,Beesd,,4153 RC,Netherlands,51.889319,5.219076,,0,+31 3456 87010,,,,,,Tesla (Model S/X);,,Public - Membership Required,1,1 Tesla Connector, up to 11kW.Available for customers. Please see front desk.,,Operational,10/22/2019 5:45:00 AM,10/22/2019 5:45:00 AM
133376,C205D7AD-EDC7-4118-A051-8510A257F3E2,Fastned De Hackelaar,De Hackelaar A1,,Muiden,,1398 PN,Netherlands,52.322068974177654,5.084432053024898,,0,,,,24/7,,http://fastned.nl/,CCS (Type 2); CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector) ;,,Public,4,,,Operational,10/16/2019 5:55:00 PM,10/16/2019 5:55:00 PM
133144,2DE1C6EF-B954-4437-9F07-6874DB98F6B0,Winkelcentrum Stadsveld,Zweringweg 210,,Enschede,,,Netherlands,52.2104000019586,6.86353579627712,,0,,,,,,,Type 2 (Socket Only);,,Public,2,,,Operational,10/17/2019 11:11:00 AM,10/15/2019 2:15:00 PM
133004,23803FD5-228D-4066-9D14-B72C69271700,SpaSereen,Westbroekse Binnenweg 2a,,,Tienhoven,,3612 AH,Netherlands,52.1464286185232,5.08371539338782,,0,,,,,,,Type 2 (Socket Only);,,Private - For Staff, Visitors or Customers,4,,,Operational,10/11/2019 5:03:00 PM,10/11/2019 7:42:00 AM
132596,5CCB124C-EC22-4AA5-AD48-D3DA83E956B3,IONITY Sevenum,Kleefsedijk 27,,Sevenum,,5975 NV,Netherlands,51.3800057287701,5.98544993956125,,0,,,,Located on the parking lot next to the KFC. Open 24/7.,,,CCS (Type 2);,,Public,4,,,Operational,10/11/2019 7:14:00 AM,10/3/2019 7:08:00 AM
132397,6E3E4B97-F107-4E4D-A138-30C9BFA8670A,Fastned De Knoest,De Knoest A27,,Nieuwegein,Utrecht,3433NW,Netherlands,52.0142658986678,5.12237807136125,,0,,,,,,http://www.fastned.nl,CHAdeMO; CCS (Type 2); Type 2 (Socket Only); CCS (Type 2);,,Public,3,,,Operational,10/30/2019 9:07:00 PM,9/28/2019 12:54:00 PM
